YEAR,MO,DY,HR,QV2M,RH2M,PRECTOTCORR,PS,WS50M,WD50M
2014,2,17,20,5.55,73,0,99.39,2.88,188.72
2014,2,17,21,5.62,78,0,99.42,3.07,174.9
2014,2,17,22,5.68,83.75,0,99.43,3.37,163.84
2014,2,17,23,5.74,88.56,0,99.42,3.63,157.63
2014,2,18,0,5.68,92,0,99.42,3.8,154.01
2014,2,18,1,5.62,94.56,0,99.41,3.91,151.23
2014,2,18,2,5.55,96.44,0,99.4,4,149.38
2014,2,18,3,5.49,97.88,0,99.4,4.12,147.15
2014,2,18,4,5.43,98.75,0,99.4,4.24,144.82
2014,2,18,5,5.37,99.75,0,99.41,4.27,142.44
2014,2,18,6,5.31,100,0,99.44,4.24,139.26
2014,2,18,7,5.55,91.69,0,99.48,4.17,136.44
2014,2,18,8,5.86,74.12,0,99.53,3.45,136.19
2014,2,18,9,6.59,68.38,0,99.56,3.8,166.68
2014,2,18,10,6.9,62.88,0,99.58,3.92,178.74
2014,2,18,11,7.08,58.81,0,99.56,3.83,186.09
2014,2,18,12,7.32,56.56,0,99.5,3.83,194.04
2014,2,18,13,7.51,55.69,0,99.45,3.93,201.93
2014,2,18,14,7.75,56.94,0,99.43,4.07,207.55
2014,2,18,15,7.93,60.31,0,99.43,4.17,210.74
2014,2,18,16,8.61,71.94,0,99.45,3.88,212.83
2014,2,18,17,8,84.88,0,99.49,3.46,211.25
2014,2,18,18,7.81,90.19,0,99.54,3.13,202.73
2014,2,18,19,7.87,95.38,0,99.58,2.9,190.25
2014,2,18,20,7.93,100,0,99.61,2.87,177.04
2014,2,18,21,7.93,100,0,99.65,2.85,165.05
2014,2,18,22,7.87,100,0,99.66,2.94,152.28
2014,2,18,23,7.75,100,0,99.64,3.29,138.85
2014,2,19,0,7.57,100,0,99.62,3.7,129.51
2014,2,19,1,7.32,100,0,99.6,3.97,124.66
2014,2,19,2,7.02,100,0,99.57,4.03,122.18
2014,2,19,3,6.71,100,0,99.55,3.9,120.06
2014,2,19,4,6.47,100,0,99.55,3.79,117.52
2014,2,19,5,6.23,100,0,99.56,3.8,115.19
2014,2,19,6,5.92,100,0,99.59,3.72,114.68
2014,2,19,7,5.92,93.38,0,99.64,3.45,115.35
2014,2,19,8,6.1,81.69,0,99.67,2.98,121.07
2014,2,19,9,6.84,75.81,0,99.66,3.07,153.7
2014,2,19,10,7.14,67.06,0,99.63,3.53,171.6
2014,2,19,11,7.2,60.56,0,99.58,3.68,181.7
2014,2,19,12,7.32,56.81,0,99.5,3.7,191.69
2014,2,19,13,7.39,54.75,0,99.42,3.78,202.75
2014,2,19,14,7.57,55.56,0,99.36,3.83,210.64
2014,2,19,15,7.75,58.56,0,99.35,3.82,214.41
2014,2,19,16,8.42,69.94,0,99.33,3.57,216.37
2014,2,19,17,7.93,83,0,99.32,3.39,214.68
2014,2,19,18,7.69,88.69,0,99.34,3.26,206.14
2014,2,19,19,7.87,95.44,0,99.34,3.22,194.21
2014,2,19,20,7.93,100,0,99.33,3.28,181.09
2014,2,19,21,7.93,100,0,99.33,3.44,169.28
2014,2,19,22,7.87,100,0,99.32,3.61,161.21
2014,2,19,23,7.75,100,0,99.3,3.73,154.94
2014,2,20,0,7.63,100,0,99.27,3.85,150.31
2014,2,20,1,7.39,100,0,99.23,3.97,147.93
2014,2,20,2,7.2,100,0,99.19,4.07,146.34
2014,2,20,3,6.96,100,0,99.14,4.1,142.67
2014,2,20,4,6.71,100,0,99.14,4.07,139.43
2014,2,20,5,6.47,100,0,99.15,4.09,139.41
2014,2,20,6,6.29,100,0,99.18,4.17,141.24
2014,2,20,7,6.29,97.81,0,99.2,4.19,139.77
2014,2,20,8,6.47,82,0,99.23,3.7,145.67
2014,2,20,9,7.08,76.06,0,99.22,4.38,170.15
2014,2,20,10,7.2,69.31,0,99.19,4.76,179.53
2014,2,20,11,7.14,63,0,99.14,4.87,182.57
2014,2,20,12,7.08,58.56,0,99.08,4.91,187.41
2014,2,20,13,7.14,57.19,0,99,4.92,190.15
2014,2,20,14,7.2,58.19,0,98.95,4.86,188.78
2014,2,20,15,7.39,62.81,0,98.91,4.64,187.54
2014,2,20,16,8.24,76.94,0,98.9,4.03,191.85
2014,2,20,17,7.75,86,0,98.92,3.8,192.35
2014,2,20,18,7.51,90.12,0,98.93,3.79,187.95
2014,2,20,19,7.63,96.75,0,98.93,3.86,182.67
2014,2,20,20,7.63,100,0,98.93,3.69,174.78
2014,2,20,21,7.69,100,0,98.92,3.53,166.18
2014,2,20,22,7.63,100,0,98.9,3.24,154.92
2014,2,20,23,7.51,100,0,98.86,3.25,144.29
2014,2,21,0,7.32,100,0,98.83,3.51,136.26
2014,2,21,1,7.02,100,0,98.79,3.74,129.91
2014,2,21,2,6.71,100,0,98.76,3.74,128.14
2014,2,21,3,6.35,98.12,0,98.73,3.73,129.05
2014,2,21,4,6.04,94,0,98.72,3.74,129.41
2014,2,21,5,5.68,91,0,98.73,3.52,127.43
2014,2,21,6,5.55,88,0,98.74,3.54,121.55
2014,2,21,7,5.74,86.25,0,98.75,3.7,117
2014,2,21,8,5.98,81.5,0,98.73,4.21,108.94
2014,2,21,9,5.74,71.38,0,98.66,4.27,108.24
2014,2,21,10,6.16,64.81,0,98.61,4.68,133.38
2014,2,21,11,6.29,55.56,0,98.55,5.24,155.31
2014,2,21,12,6.35,51.06,0,98.47,5.65,170.13
2014,2,21,13,6.59,51.25,0,98.39,6.13,179.27
2014,2,21,14,6.71,51.69,0,98.32,6.35,179.86
2014,2,21,15,6.71,55.56,0,98.27,5.85,177.93
2014,2,21,16,7.57,72.31,0,98.25,4.7,179.43
2014,2,21,17,7.32,82.38,0,98.26,4.01,176.88
2014,2,21,18,7.14,84.5,0,98.28,3.5,171.53
2014,2,21,19,7.02,85.44,0,98.3,3.08,164.55
2014,2,21,20,6.96,87.12,0,98.3,3.1,147.03
2014,2,21,21,6.84,89.44,0,98.26,3.48,132.91
2014,2,21,22,6.71,91.12,0,98.21,3.66,125.96
2014,2,21,23,6.53,90.88,0,98.17,3.46,120.68
2014,2,22,0,6.35,89.25,0,98.16,3.19,110.34
2014,2,22,1,6.04,87.5,0,98.15,2.95,98.84
2014,2,22,2,5.8,84.75,0,98.15,2.84,86.22
2014,2,22,3,5.62,83.25,0,98.15,3.04,75.86
2014,2,22,4,5.49,82.19,0,98.15,3.28,71.09
2014,2,22,5,5.37,81.12,0,98.16,3.45,71.11
2014,2,22,6,5.25,79.69,0,98.18,3.46,73.2
2014,2,22,7,5.68,79.94,0,98.21,3.47,73.81
2014,2,22,8,5.55,64.75,0,98.23,3,72.56
2014,2,22,9,5.62,56.94,0,98.25,1.73,57.17
2014,2,22,10,5.8,49,0,98.28,0.9,337.65
2014,2,22,11,6.04,47.31,0,98.28,1.85,305.03
2014,2,22,12,6.35,47.69,0,98.24,2.75,302.83
2014,2,22,13,6.53,48.12,0,98.22,3.51,304.86
2014,2,22,14,6.65,49.5,0,98.21,3.97,310.21
2014,2,22,15,6.71,51.69,0,98.23,4.2,317.49
2014,2,22,16,7.63,64.81,0,98.25,3.98,322.82
2014,2,22,17,7.32,77.12,0,98.29,3.85,329.69
2014,2,22,18,6.77,78.81,0,98.34,3.68,341.03
2014,2,22,19,6.65,79.88,0,98.36,3.36,353.06
2014,2,22,20,6.53,80.5,0,98.38,3,4.48
2014,2,22,21,6.47,82,0,98.4,2.67,14.24
2014,2,22,22,6.47,83.25,0,98.41,2.36,25.55
2014,2,22,23,6.41,83.94,0,98.41,2.12,41.11
2014,2,23,0,6.29,84.81,0,98.4,2.03,56.92
2014,2,23,1,6.16,85.12,0,98.39,2.06,68.4
2014,2,23,2,6.1,85.12,0,98.37,2.09,75.03
2014,2,23,3,5.98,84.75,0,98.35,2.07,78.27
2014,2,23,4,5.86,83.62,0,98.36,2.02,79.3
2014,2,23,5,5.8,82.38,0,98.38,1.93,83.97
2014,2,23,6,5.74,82.75,0,98.41,1.95,91.61
2014,2,23,7,6.04,82.5,0,98.45,2.03,98.63
2014,2,23,8,6.29,71.88,0,98.49,1.67,104.88
2014,2,23,9,6.53,61.88,0.02,98.49,0.39,175.43
2014,2,23,10,6.65,54.81,0.05,98.47,1.54,233.65
2014,2,23,11,6.84,53.94,0.07,98.44,2.07,239.18
2014,2,23,12,6.96,54.12,0.09,98.38,2.44,242.94
2014,2,23,13,7.02,54.38,0.08,98.32,2.72,245.2
2014,2,23,14,7.02,55.88,0.12,98.28,2.84,247.38
2014,2,23,15,7.08,59.38,0.08,98.27,2.84,251.37
2014,2,23,16,7.51,67.75,0.02,98.27,2.7,260.51
2014,2,23,17,7.57,80.38,0.02,98.3,2.59,274.33
2014,2,23,18,7.14,80.38,0.03,98.32,2.26,286.68
2014,2,23,19,7.08,81.31,0.07,98.35,1.76,296
2014,2,23,20,7.08,83.12,0.08,98.37,1.19,302.64
2014,2,23,21,7.14,84.31,0.12,98.38,0.55,312.71
2014,2,23,22,7.14,86.38,0.17,98.38,0.11,68.96
2014,2,23,23,7.08,88.31,0.16,98.37,0.48,133.03
2014,2,24,0,7.02,90.31,0.14,98.37,0.93,138.41
2014,2,24,1,6.96,93.38,0.14,98.36,1.43,141.88
2014,2,24,2,6.96,95.44,0.11,98.33,1.85,143.76
2014,2,24,3,6.9,97.38,0.06,98.29,2.28,144.9
2014,2,24,4,6.84,99.62,0.03,98.28,2.67,145.15
2014,2,24,5,6.71,100,0.02,98.3,3.02,147.13
2014,2,24,6,6.59,100,0.02,98.31,3.28,148.54
2014,2,24,7,7.02,99.12,0.02,98.34,3.47,147.31
2014,2,24,8,7.57,92.44,0.04,98.35,3.43,153.67
2014,2,24,9,7.39,82.5,0.05,98.35,3.87,169.76
2014,2,24,10,7.08,74.5,0.12,98.33,4.2,176.27
2014,2,24,11,6.84,69.12,0.18,98.32,4.34,183.2
2014,2,24,12,6.71,67.19,0.23,98.27,4.35,192.14
2014,2,24,13,6.77,67.94,0.23,98.22,4.28,201.88
2014,2,24,14,6.77,69.94,0.23,98.22,3.97,210.91
2014,2,24,15,6.9,74.06,0.19,98.22,3.31,218.39
2014,2,24,16,7.14,79.75,0.14,98.24,2.48,227.56
2014,2,24,17,7.26,88.94,0.08,98.25,2.07,242.08
2014,2,24,18,7.08,90.62,0.04,98.26,1.93,259.51
2014,2,24,19,7.08,91.81,0.03,98.26,1.68,285.33
2014,2,24,20,7.08,93.5,0.17,98.25,1.74,322.67
2014,2,24,21,7.08,94.81,0.13,98.24,2.21,346.94
2014,2,24,22,7.02,95.38,0.15,98.22,2.77,2.43
2014,2,24,23,6.9,95.5,0.08,98.2,3.2,10.27
2014,2,25,0,6.77,95.69,0.02,98.18,3.43,12.23
2014,2,25,1,6.65,96.06,0.01,98.16,3.67,8.7
2014,2,25,2,6.47,96.62,0.01,98.15,3.97,4.29
2014,2,25,3,6.29,97.06,0.03,98.13,4.28,4.09
2014,2,25,4,6.1,97.19,0.02,98.15,4.47,5.11
2014,2,25,5,5.86,96.88,0.01,98.18,4.61,7.21
2014,2,25,6,5.68,96.38,0.02,98.22,4.6,7.91
2014,2,25,7,5.68,93.81,0.01,98.26,4.67,11.08
2014,2,25,8,5.68,91.06,0,98.32,4.71,13.14
2014,2,25,9,5.74,86.5,0,98.35,4.79,13.58
2014,2,25,10,5.8,80.94,0.02,98.37,4.88,10.52
2014,2,25,11,5.92,75.38,0.03,98.39,4.79,4.03
2014,2,25,12,5.98,71.56,0.11,98.39,4.77,356.44
2014,2,25,13,5.98,70.25,0.1,98.4,5.11,351.11
2014,2,25,14,5.98,69.88,0.06,98.42,5.56,348.33
2014,2,25,15,5.86,69.94,0.02,98.45,5.87,347.17
2014,2,25,16,5.8,71.31,0.01,98.51,5.9,345.58
2014,2,25,17,5.8,79.94,0,98.57,6.1,345.38
2014,2,25,18,5.55,85.69,0,98.64,6.77,348.69
2014,2,25,19,5.31,88.5,0,98.71,6.63,351.74
2014,2,25,20,5.19,92.44,0,98.77,6.18,354.64
2014,2,25,21,5.07,96.19,0,98.82,5.89,358.1
2014,2,25,22,5,98.81,0,98.83,5.64,2.94
2014,2,25,23,4.94,100,0,98.83,5.16,4.25
2014,2,26,0,4.82,100,0,98.86,4.65,4.34
2014,2,26,1,4.76,100,0,98.89,4.28,4.5
2014,2,26,2,4.64,99.44,0,98.92,3.95,2.83
2014,2,26,3,4.52,98.25,0,98.94,3.56,359.75
2014,2,26,4,4.46,97.06,0,99,3.42,356.86
2014,2,26,5,4.39,99.31,0,99.03,3.8,0
2014,2,26,6,4.39,97.75,0,99.06,4.02,6.59
2014,2,26,7,4.39,91.88,0,99.08,4.1,12.9
2014,2,26,8,4.39,80.5,0,99.09,4.1,18.78
2014,2,26,9,4.52,66.94,0,99.08,3.87,20.08
2014,2,26,10,4.58,56.81,0,99.05,3.48,15.38
2014,2,26,11,4.7,52,0,99.03,3.2,4.62
2014,2,26,12,4.82,49.56,0,98.98,3.19,349.13
2014,2,26,13,4.82,48.44,0,98.93,3.53,335.3
2014,2,26,14,4.82,48.31,0,98.91,4.11,327.09
2014,2,26,15,4.82,49.75,0,98.91,4.76,324.15
2014,2,26,16,4.82,54.19,0,98.93,5.35,324.03
2014,2,26,17,5.13,71.94,0,98.98,5.52,324.33
2014,2,26,18,5,81.19,0,99.03,5.6,329.97
2014,2,26,19,4.82,83.5,0,99.07,5.47,339.26
2014,2,26,20,4.64,84.88,0,99.1,5.27,349.66
2014,2,26,21,4.46,85.69,0,99.1,4.99,0.27
2014,2,26,22,4.27,86.62,0,99.1,4.65,9.87
2014,2,26,23,4.15,87.12,0,99.08,4.14,16.21
2014,2,27,0,4.03,87.19,0,99.07,3.64,20.07
2014,2,27,1,3.97,87.62,0,99.07,3.31,21.47
2014,2,27,2,3.97,89.19,0,99.06,3.16,20.27
2014,2,27,3,3.97,91.31,0,99.06,3.14,19.34
2014,2,27,4,3.97,93.56,0,99.09,3.18,19.68
2014,2,27,5,3.91,96.5,0,99.13,3.32,22.53
2014,2,27,6,3.91,99.25,0,99.17,3.53,29.68
2014,2,27,7,4.15,87.56,0,99.2,3.57,38.88
2014,2,27,8,4.21,72.12,0,99.24,3.2,37.57
2014,2,27,9,4.09,53.88,0,99.27,3.86,24.75
2014,2,27,10,4.15,47.06,0,99.27,4.14,12.54
2014,2,27,11,4.27,44.25,0,99.25,4.3,1.46
2014,2,27,12,4.39,42.69,0,99.2,4.5,352.01
2014,2,27,13,4.52,42.25,0,99.14,4.73,346.15
2014,2,27,14,4.58,42.88,0,99.08,4.88,343.05
2014,2,27,15,4.64,45,0,99.06,4.9,339.57
2014,2,27,16,4.88,51.38,0,99.07,4.68,335.02
2014,2,27,17,5.37,72.19,0,99.08,4.27,332.92
2014,2,27,18,4.94,76.44,0,99.11,4.04,340.2
2014,2,27,19,4.82,77.81,0,99.12,3.77,350.58
2014,2,27,20,4.7,78.81,0,99.14,3.52,1.14
2014,2,27,21,4.58,79.19,0,99.14,3.27,12.84
2014,2,27,22,4.46,79.81,0,99.13,3.08,26.82
2014,2,27,23,4.33,79.56,0,99.1,2.96,41.47
2014,2,28,0,4.15,79.62,0,99.06,3.04,56.31
2014,2,28,1,4.03,79.31,0,99.02,3.06,68.09
2014,2,28,2,3.91,78.38,0,98.97,2.9,73.23
2014,2,28,3,3.85,77.56,0,98.95,2.68,75.11
2014,2,28,4,3.78,78.19,0,98.96,2.67,76.45
2014,2,28,5,3.72,79.81,0,98.97,2.99,81.59
2014,2,28,6,3.72,82.44,0,98.94,3.53,88.48
2014,2,28,7,4.15,78.38,0,99.04,2.64,92.72
2014,2,28,8,4.09,66.31,0,99.05,2.91,95.24
2014,2,28,9,4.21,62.88,0,99.04,2.52,100.16
2014,2,28,10,4.15,51.5,0,99,2.11,102.64
2014,2,28,11,4.03,43.56,0,99,1.29,134.51
2014,2,28,12,3.97,41.69,0,98.9,1.54,149.93
2014,2,28,13,4.03,39.56,0,98.91,1.75,214.26
2014,2,28,14,4.09,41.25,0,98.85,2.18,207.76
2014,2,28,15,4.39,46,0,98.83,2.39,217.02
2014,2,28,16,5.68,65.56,0,98.81,2.25,217.51
2014,2,28,17,5.13,64.56,0,98.79,1.99,199
2014,2,28,18,4.7,63.31,0,98.78,2.17,175.46
2014,2,28,19,4.64,67,0,98.77,2.67,162.84
2014,2,28,20,4.58,70.88,0,98.77,3.17,160.54
2014,2,28,21,4.58,74.62,0,98.76,3.5,155.89
2014,2,28,22,4.64,77.06,0,98.71,3.58,144.96
2014,2,28,23,4.64,79.56,0,98.68,3.91,142.72
2014,3,1,0,4.64,81,0,98.65,4.37,140.44
2014,3,1,1,4.64,81.38,0,98.62,4.77,136.46
2014,3,1,2,4.58,81.5,0,98.58,5.17,133.78
2014,3,1,3,4.58,82,0,98.54,5.63,132.92
2014,3,1,4,4.64,84,0,98.53,5.94,132.44
2014,3,1,5,4.64,85.38,0.01,98.51,6.08,130.73
2014,3,1,6,4.7,86.44,0.02,98.5,5.94,130.79
2014,3,1,7,4.88,80.31,0.06,98.52,5.49,132.98
2014,3,1,8,5,75.69,0.11,98.54,4.57,132.78
2014,3,1,9,5.49,74.25,0.08,98.53,5.03,147.25
2014,3,1,10,6.16,72.5,0.05,98.51,6.49,165.28
2014,3,1,11,6.53,71.12,0.03,98.46,6.87,171.83
2014,3,1,12,6.65,72.94,0.02,98.42,6.38,174.38
2014,3,1,13,6.77,77.44,0.03,98.38,5.36,171.11
2014,3,1,14,6.84,77.56,0.04,98.31,4.9,157.2
2014,3,1,15,6.77,76.69,0.02,98.23,4.36,141.18
2014,3,1,16,6.9,83.88,0,98.15,3.79,115.03
2014,3,1,17,6.47,88.69,0,98.08,4.02,104.74
2014,3,1,18,6.04,90.06,0.03,98.1,3.65,118.48
2014,3,1,19,6.1,90.56,0.13,98.07,4.08,118.09
2014,3,1,20,6.04,92.25,0.8,98,4.39,103.37
2014,3,1,21,5.92,92,0.18,97.89,4.92,88.09
2014,3,1,22,5.68,92.69,0.01,97.78,5.27,83.36
2014,3,1,23,5.55,92.31,0,97.66,5.24,83.58
2014,3,2,0,5.55,91.44,0,97.55,5.1,81.45
2014,3,2,1,5.55,91.06,0.01,97.43,5.14,76.74
2014,3,2,2,5.49,91.31,0.06,97.32,4.99,75.03
2014,3,2,3,5.43,91.38,0.22,97.24,4.46,80.13
2014,3,2,4,5.37,90.38,0.5,97.19,3.84,87.55
2014,3,2,5,5.31,89.5,0.88,97.15,3.72,96.15
2014,3,2,6,5.25,89.06,1.05,97.13,3.89,101.94
2014,3,2,7,5.86,88,1.03,97.12,4.23,105.32
2014,3,2,8,6.16,79.12,0.92,97.1,5.06,119.17
2014,3,2,9,6.71,76.88,1.06,97.07,6.6,141.2
2014,3,2,10,7.57,80.94,1.16,97.06,7.57,158.07
2014,3,2,11,8.61,86.38,0.75,97.07,7.43,169.03
2014,3,2,12,9.4,86.31,1.1,97.07,7.63,194.7
2014,3,2,13,9.28,84.94,1.21,97.12,8.56,225.55
2014,3,2,14,8.24,74.81,0.95,97.22,8.64,241.12
2014,3,2,15,7.2,67,0.32,97.32,7.21,242.16
2014,3,2,16,7.02,71.56,0.04,97.4,5.73,235.72
2014,3,2,17,6.9,84.5,0.07,97.48,5.25,225
2014,3,2,18,6.47,87.69,0.04,97.53,5.2,216.2
2014,3,2,19,6.29,88.94,0.02,97.58,5.11,209.46
2014,3,2,20,6.16,90.69,0.01,97.63,5.24,204.88
2014,3,2,21,6.16,91.88,0.01,97.66,5.4,200.22
2014,3,2,22,6.35,91.5,0.01,97.67,5.55,195.09
2014,3,2,23,6.41,91.88,0.01,97.66,5.5,188.33
2014,3,3,0,6.41,93.56,0.02,97.63,5.4,180
2014,3,3,1,6.53,94.06,0.02,97.6,5.63,172.58
2014,3,3,2,6.53,95.25,0.05,97.54,5.96,163.39
2014,3,3,3,6.47,95.88,0.07,97.49,6.53,155.83
2014,3,3,4,6.41,95,0.05,97.45,7.28,149.77
2014,3,3,5,6.35,94.06,0.05,97.43,7.87,145.11
2014,3,3,6,6.41,93.19,0.05,97.41,8.35,143.41
2014,3,3,7,7.02,89.31,0.07,97.41,8.36,147.2
2014,3,3,8,7.57,88.19,0.11,97.4,8.39,150.35
2014,3,3,9,7.87,87.19,0.13,97.35,9.67,155.05
2014,3,3,10,7.81,84.25,0.26,97.28,11.48,159.52
2014,3,3,11,7.63,82.12,0.36,97.22,12.5,159.28
2014,3,3,12,7.69,81,0.37,97.12,12.97,158.47
2014,3,3,13,7.81,81.31,0.38,97,12.93,158.27
2014,3,3,14,8,82.75,0.57,96.92,13.09,157.54
2014,3,3,15,7.93,83.69,0.89,96.86,13.45,155.49
2014,3,3,16,8,84.81,1.35,96.8,13.4,154.73
2014,3,3,17,8.12,87.81,1.85,96.76,13.3,159.94
2014,3,3,18,7.93,89.5,1.91,96.76,13.34,164.61
2014,3,3,19,7.75,91.06,1.49,96.77,12.27,165.8
2014,3,3,20,7.87,93.75,2.68,96.78,9.89,175.29
2014,3,3,21,8,94.44,1.32,96.8,8.35,190.08
2014,3,3,22,7.81,93.56,1.11,96.83,7.98,197.25
2014,3,3,23,7.45,91.75,1.03,96.86,7.96,198.31
2014,3,4,0,7.2,92.12,0.8,96.9,7.6,198.64
2014,3,4,1,7.08,93.69,0.68,96.92,7.01,196.7
2014,3,4,2,6.96,95.25,0.55,96.92,6.3,194.07
2014,3,4,3,6.96,94.94,0.42,96.95,5.86,194.37
2014,3,4,4,6.9,94.38,0.26,97.02,5.64,198.41
2014,3,4,5,6.77,94.56,0.19,97.1,5.49,202.33
2014,3,4,6,6.65,95.19,0.15,97.15,5.15,204.39
2014,3,4,7,7.2,93.38,0.09,97.23,4.52,197.31
2014,3,4,8,7.32,85.94,0.23,97.28,4.91,197.69
2014,3,4,9,7.2,77.31,0.29,97.33,6.41,208.16
2014,3,4,10,7.02,70.56,0.55,97.37,7.39,214.75
2014,3,4,11,7.02,67.25,0.49,97.42,7.46,217.09
2014,3,4,12,7.08,64.56,0.47,97.44,7.38,214.18
2014,3,4,13,7.08,63,0.28,97.44,7.81,209.87
2014,3,4,14,7.08,63.25,0.18,97.45,8.21,204.76
2014,3,4,15,7.14,65.25,0.1,97.48,8.5,199.03
2014,3,4,16,7.26,70.25,0.04,97.52,8.32,193.74
2014,3,4,17,7.45,81.69,0.05,97.57,7.66,188.09
2014,3,4,18,7.39,89.25,0.12,97.63,7.81,181.55
2014,3,4,19,7.51,89.25,0.07,97.69,7.4,175.34
2014,3,4,20,7.45,89.94,0.02,97.75,7.32,172.52
2014,3,4,21,7.45,91.12,0.02,97.81,7.68,171.17
2014,3,4,22,7.39,91.25,0.01,97.85,8.05,169.2
2014,3,4,23,7.39,90.25,0,97.84,8.67,165.34
2014,3,5,0,7.32,89.88,0,97.83,8.88,162.38
2014,3,5,1,7.2,89.12,0,97.81,9.09,161.21
2014,3,5,2,7.14,89.06,0,97.77,8.89,160.34
2014,3,5,3,7.14,90.69,0,97.74,8.51,160.25
2014,3,5,4,7.14,90.38,0.02,97.73,8.49,160.05
2014,3,5,5,7.08,89.75,0.04,97.69,8.47,155.37
2014,3,5,6,6.96,90.5,0.05,97.65,8.18,146.81
2014,3,5,7,7.2,87.06,0.09,97.71,7.87,148.14
2014,3,5,8,7.45,87.5,0.11,97.71,6.75,145.37
2014,3,5,9,7.63,89,0.16,97.73,7.61,150.59
2014,3,5,10,7.75,88.19,0.28,97.69,8.69,151.06
2014,3,5,11,7.81,84.19,0.32,97.56,9.36,141.41
2014,3,5,12,7.87,82.5,0.73,97.41,12.22,142.56
2014,3,5,13,8,83.31,1.7,97.31,14.54,151.82
2014,3,5,14,8.42,86.81,2.88,97.3,13.73,166.57
2014,3,5,15,8.24,91.12,2.74,97.49,11.26,185.77
2014,3,5,16,7.69,91.25,1.68,97.61,7.86,207.28
2014,3,5,17,7.14,91.25,0.82,97.69,5.97,231.75
2014,3,5,18,6.41,93.75,0.38,97.76,5.02,243.08
2014,3,5,19,6.04,94.81,0.28,97.85,3.84,236.86
2014,3,5,20,5.86,93.81,0.05,97.92,3.25,217.78
2014,3,5,21,5.74,95.12,0.03,97.97,3.37,194.1
2014,3,5,22,5.68,97.88,0.01,98.02,3.76,177.5
2014,3,5,23,5.62,99.44,0,98.05,3.91,162.94
2014,3,6,0,5.55,100,0,98.1,4.21,146.34
2014,3,6,1,5.49,100,0,98.15,4.77,132.21
2014,3,6,2,5.49,100,0,98.18,5.26,124.35
2014,3,6,3,5.49,98.56,0,98.2,5.42,122.75
2014,3,6,4,5.43,96.5,0,98.25,5.3,123.95
2014,3,6,5,5.37,95.25,0,98.29,5.3,122.47
2014,3,6,6,5.25,94.44,0,98.31,5.41,119.01
2014,3,6,7,5.37,90.44,0,98.34,5.13,116.99
2014,3,6,8,5.74,86.31,0,98.38,4.58,119.32
2014,3,6,9,6.16,76.12,0.01,98.42,4.68,139.53
2014,3,6,10,6.41,68.75,0.02,98.43,5.01,161.62
2014,3,6,11,6.41,65.12,0.03,98.43,5.12,173.69
2014,3,6,12,6.41,62.88,0.05,98.41,4.94,180.36
2014,3,6,13,6.53,61.19,0.04,98.38,4.72,184.27
2014,3,6,14,6.53,60.62,0.03,98.37,4.53,186.34
2014,3,6,15,6.53,61.19,0.01,98.38,4.27,186.62
2014,3,6,16,6.9,67.19,0,98.41,3.76,186.92
2014,3,6,17,7.26,82.12,0,98.45,3.23,185.97
2014,3,6,18,6.65,82.69,0,98.52,3.15,180.85
2014,3,6,19,6.59,84.88,0,98.57,3.08,172.57
2014,3,6,20,6.59,87.06,0,98.61,2.94,160.94
2014,3,6,21,6.59,89.81,0,98.63,2.84,146
2014,3,6,22,6.59,92.94,0.01,98.64,2.9,130.63
2014,3,6,23,6.53,95.19,0.01,98.63,3.07,117.22
2014,3,7,0,6.35,96.94,0.01,98.63,3.37,111.46
2014,3,7,1,6.23,97.5,0.02,98.64,3.6,109.77
2014,3,7,2,6.04,97.12,0.02,98.62,3.7,108.32
2014,3,7,3,5.86,96.44,0.01,98.61,3.8,110.22
2014,3,7,4,5.74,95.81,0.01,98.63,3.87,111.8
2014,3,7,5,5.68,96.31,0.01,98.65,4,112.76
2014,3,7,6,5.68,95.69,0.01,98.67,3.97,110.36
2014,3,7,7,6.16,89.38,0,98.7,3.81,107.28
2014,3,7,8,6.35,79.56,0.01,98.72,3.35,109.37
2014,3,7,9,6.71,72.5,0.01,98.72,3.28,127.17
2014,3,7,10,6.77,69.06,0.03,98.7,3.18,136.1
2014,3,7,11,6.84,67.88,0.08,98.7,3.18,149.47
2014,3,7,12,6.9,69,0.14,98.66,2.67,155.46
2014,3,7,13,6.96,68.81,0.12,98.58,2.06,157.23
2014,3,7,14,6.96,68.94,0.04,98.53,1.8,158.57
2014,3,7,15,7.2,72.06,0.01,98.51,1.74,161.4
2014,3,7,16,7.51,78.19,0.01,98.49,1.21,172.6
2014,3,7,17,6.77,72.62,0.05,98.48,0.62,203.01
2014,3,7,18,6.59,73.94,0.09,98.49,0.31,253.86
2014,3,7,19,6.59,77.19,0.08,98.5,0.34,314.06
2014,3,7,20,6.53,79.19,0.1,98.49,0.32,320.91
2014,3,7,21,6.53,80.75,0.08,98.49,0.14,317.29
2014,3,7,22,6.53,82.81,0.05,98.45,0.02,63.43
2014,3,7,23,6.59,85.25,0.04,98.41,0.07,122.01
2014,3,8,0,6.59,87.62,0.02,98.37,0.11,68.96
2014,3,8,1,6.53,90,0.02,98.32,0.48,19.9
2014,3,8,2,6.47,92.19,0.01,98.26,1.03,21.88
2014,3,8,3,6.35,93.75,0,98.2,1.55,29.53
2014,3,8,4,6.16,95.56,0,98.17,2.05,35.21
2014,3,8,5,5.98,96.88,0,98.17,2.43,39.52
2014,3,8,6,5.86,97.06,0,98.18,2.77,40.07
